Identifier,ARN,Resource type,Region,AWS Account,LastReportedAt,Service,Tags,Tag:shared_costs,Tag:workspace,Tag:Product,Tag:for-use-with-amazon-emr-managed-policies,Tag:Naming,Tag:Name,Tag:Cost Center,Tag:environment,Tag:APM_functional,Tag:service,Tag:CIA,Tag:aws:elasticmapreduce:job-flow-id,Tag:aws:elasticmapreduce:instance-group-role,Tag:sagemaker:project-name,Tag:sagemaker:user-profile-arn,Tag:sagemaker:domain-arn,Tag:sagemaker:project-id,Tag:aws:servicecatalog:productArn,Tag:aws:servicecatalog:provisioningPrincipalArn,Tag:aws:servicecatalog:provisioningArtifactIdentifier,Tag:aws:servicecatalog:portfolioArn,Tag:aws:servicecatalog:provisionedProductArn,Tag:sagemaker:pipeline-step-name,Tag:sagemaker:pipeline-execution-arn,Tag:type_policy,Tag:ManagedByAmazonSageMakerResource,Tag:Description,Tag:InstanceConnectEndpointId
vol-0aaedb800de2cf379,arn:aws:ec2:us-east-1:954519111599:volume/vol-0aaedb800de2cf379,ec2:volume,us-east-1,954519111599,2024-02-23T15:42:26Z,ec2,13,No,mexd1ae1accmchinelops001,Mlops,true,sgti1ae1emramlopsbsit001,sgti1ae1emramlopsbsit001,1226,Development,APM,mlops,CLL,j-3HOJG8CAXW3NQ,MASTER,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default.redis3.2,arn:aws:elasticache:us-east-1:954519111599:parametergroup:default.redis3.2,elasticache:parametergroup,us-east-1,954519111599,2024-02-23T17:31:43Z,elasticache,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default.redis7.cluster.on,arn:aws:elasticache:ap-south-1:954519111599:parametergroup:default.redis7.cluster.on,elasticache:parametergroup,ap-south-1,954519111599,2024-02-23T17:31:32Z,elasticache,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default.memcached1.5,arn:aws:elasticache:us-east-1:954519111599:parametergroup:default.memcached1.5,elasticache:parametergroup,us-east-1,954519111599,2024-02-23T17:31:43Z,elasticache,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
AccountAutomationNet_policy,arn:aws:iam::954519111599:policy/AccountAutomationNet_policy,iam:policy,global,954519111599,2024-02-23T17:37:29Z,iam,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
cd969c7f-ace1-4786-bd66-66d58d9617c2,arn:aws:resource-explorer-2:eu-west-1:954519111599:index/cd969c7f-ace1-4786-bd66-66d58d9617c2,resource-explorer-2:index,eu-west-1,954519111599,2024-02-23T17:28:58Z,resource-explorer-2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
20c9f976-d008-4113-8d5c-46e0bec944c7,arn:aws:resource-explorer-2:ap-south-1:954519111599:index/20c9f976-d008-4113-8d5c-46e0bec944c7,resource-explorer-2:index,ap-south-1,954519111599,2024-02-23T17:28:48Z,resource-explorer-2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
FwController_policy,arn:aws:iam::954519111599:policy/FwController_policy,iam:policy,global,954519111599,2024-02-23T17:37:29Z,iam,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
pipelines-esax8d5beo0x-na-createmodel-model-otbmeezube,arn:aws:sagemaker:us-east-1:954519111599:model/pipelines-esax8d5beo0x-na-createmodel-model-otbmeezube,sagemaker:model,us-east-1,954519111599,2024-02-13T19:43:10Z,sagemaker,4,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),arn:aws:sagemaker:us-east-1:954519111599:user-profile/d-6tiqlee3zbyq/data-science-1,arn:aws:sagemaker:us-east-1:954519111599:domain/d-6tiqlee3zbyq,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),NA-CreateModel-ModeloBase-CreateModel,arn:aws:sagemaker:us-east-1:954519111599:pipeline/train-monitor-pipeline-V2/execution/esax8d5beo0x,(not tagged),(not tagged),(not tagged),(not tagged)
eni-0689f1375974af92c,arn:aws:ec2:us-east-1:954519111599:network-interface/eni-0689f1375974af92c,ec2:network-interface,us-east-1,954519111599,2024-02-23T17:38:45Z,ec2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
AwsDataCatalog,arn:aws:athena:ca-central-1:954519111599:datacatalog/AwsDataCatalog,athena:datacatalog,ca-central-1,954519111599,2024-02-23T17:36:58Z,athena,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
eni-004642ea734802dc5,arn:aws:ec2:us-east-1:954519111599:network-interface/eni-004642ea734802dc5,ec2:network-interface,us-east-1,954519111599,2024-02-23T17:38:45Z,ec2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default.redis2.6,arn:aws:elasticache:us-west-1:954519111599:parametergroup:default.redis2.6,elasticache:parametergroup,us-west-1,954519111599,2024-02-23T17:35:37Z,elasticache,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default.memcached1.6,arn:aws:elasticache:eu-west-2:954519111599:parametergroup:default.memcached1.6,elasticache:parametergroup,eu-west-2,954519111599,2024-02-23T17:33:52Z,elasticache,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default.redis5.0.cluster.on,arn:aws:elasticache:us-east-1:954519111599:parametergroup:default.redis5.0.cluster.on,elasticache:parametergroup,us-east-1,954519111599,2024-02-23T17:31:43Z,elasticache,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default.redis3.2.cluster.on,arn:aws:elasticache:us-west-1:954519111599:parametergroup:default.redis3.2.cluster.on,elasticache:parametergroup,us-west-1,954519111599,2024-02-23T17:35:37Z,elasticache,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default.redis6.x,arn:aws:elasticache:us-east-1:954519111599:parametergroup:default.redis6.x,elasticache:parametergroup,us-east-1,954519111599,2024-02-23T17:31:43Z,elasticache,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
sagemaker_featurestore,arn:aws:glue:us-east-1:954519111599:database/sagemaker_featurestore,glue:database,us-east-1,954519111599,2024-02-23T17:36:03Z,glue,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default.memcached1.6,arn:aws:elasticache:us-east-1:954519111599:parametergroup:default.memcached1.6,elasticache:parametergroup,us-east-1,954519111599,2024-02-23T17:31:43Z,elasticache,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default.redis4.0,arn:aws:elasticache:eu-west-2:954519111599:parametergroup:default.redis4.0,elasticache:parametergroup,eu-west-2,954519111599,2024-02-23T17:33:52Z,elasticache,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default.redis5.0,arn:aws:elasticache:us-east-1:954519111599:parametergroup:default.redis5.0,elasticache:parametergroup,us-east-1,954519111599,2024-02-23T17:31:43Z,elasticache,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
Snowflake_policy,arn:aws:iam::954519111599:policy/Snowflake_policy,iam:policy,global,954519111599,2024-02-23T17:37:29Z,iam,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default.redis4.0,arn:aws:elasticache:us-east-1:954519111599:parametergroup:default.redis4.0,elasticache:parametergroup,us-east-1,954519111599,2024-02-23T17:31:43Z,elasticache,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
i-0a1bf5ece92393554,arn:aws:ec2:us-east-1:954519111599:instance/i-0a1bf5ece92393554,ec2:instance,us-east-1,954519111599,2024-02-23T15:25:59Z,ec2,13,No,mexd1ae1accmchinelops001,Mlops,true,sgtd1ae1emramlopsbsit001,sgtd1ae1emramlopsbsit001,1226,Development,APM,map-migrated,CLL,j-1DSYX2UK3DIS,CORE,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
SC-954519111599-pp-cw7sld6vu6xns/bce74360-cd04-11ee-84f2-0aa9292fd313,arn:aws:cloudformation:us-east-1:954519111599:stack/SC-954519111599-pp-cw7sld6vu6xns/bce74360-cd04-11ee-84f2-0aa9292fd313,cloudformation:stack,us-east-1,954519111599,2024-02-16T19:51:13Z,cloudformation,9,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),sm-studio-emr-92a874dd-5487-4352,arn:aws:sagemaker:us-east-1:954519111599:user-profile/d-6tiqlee3zbyq/data-science-3,arn:aws:sagemaker:us-east-1:954519111599:domain/d-6tiqlee3zbyq,p-5ygntft2x1yk,arn:aws:catalog:us-east-1:954519111599:product/prod-zx4ict6ker4w6,arn:aws:sts::954519111599:assumed-role/t2prj0348770-data-science-exec-role/SageMaker,pa-j6locspxuwj3a,arn:aws:catalog:us-east-1:954519111599:portfolio/port-265opcpfijpiy,arn:aws:servicecatalog:us-east-1:954519111599:stack/sm-studio-emr-92a874dd-5487-4352-p-5ygntft2x1yk/pp-cw7sld6vu6xns,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
eni-070acf8ce509dbafd,arn:aws:ec2:us-east-1:954519111599:network-interface/eni-070acf8ce509dbafd,ec2:network-interface,us-east-1,954519111599,2024-02-23T17:38:45Z,ec2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default,arn:aws:events:sa-east-1:954519111599:event-bus/default,events:event-bus,sa-east-1,954519111599,2024-02-23T17:33:43Z,events,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
eni-045e5bcab03002e15,arn:aws:ec2:us-east-1:954519111599:network-interface/eni-045e5bcab03002e15,ec2:network-interface,us-east-1,954519111599,2024-02-23T17:38:45Z,ec2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
eni-0301ce10646d9eda0,arn:aws:ec2:us-east-1:954519111599:network-interface/eni-0301ce10646d9eda0,ec2:network-interface,us-east-1,954519111599,2024-02-23T17:38:45Z,ec2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default.redis2.8,arn:aws:elasticache:us-east-1:954519111599:parametergroup:default.redis2.8,elasticache:parametergroup,us-east-1,954519111599,2024-02-23T17:31:43Z,elasticache,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default.memcached1.4,arn:aws:elasticache:us-west-1:954519111599:parametergroup:default.memcached1.4,elasticache:parametergroup,us-west-1,954519111599,2024-02-23T17:35:37Z,elasticache,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
t2prj0348770-CreateModel_policy,arn:aws:iam::954519111599:policy/t2prj0348770-CreateModel_policy,iam:policy,global,954519111599,2024-02-23T17:37:29Z,iam,1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),local,(not tagged),(not tagged),(not tagged)
vol-07616dd4d55f24672,arn:aws:ec2:us-east-1:954519111599:volume/vol-07616dd4d55f24672,ec2:volume,us-east-1,954519111599,2024-02-23T15:25:59Z,ec2,13,No,mexd1ae1accmchinelops001,Mlops,true,sgtd1ae1emramlopsbsit001,sgtd1ae1emramlopsbsit001,1226,Development,APM,map-migrated,CLL,j-1DSYX2UK3DIS,CORE,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default.redis3.2,arn:aws:elasticache:us-west-1:954519111599:parametergroup:default.redis3.2,elasticache:parametergroup,us-west-1,954519111599,2024-02-23T17:35:37Z,elasticache,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default.memcached1.5,arn:aws:elasticache:eu-west-2:954519111599:parametergroup:default.memcached1.5,elasticache:parametergroup,eu-west-2,954519111599,2024-02-23T17:33:52Z,elasticache,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
eni-0e7cd5196fe12afe7,arn:aws:ec2:us-east-1:954519111599:network-interface/eni-0e7cd5196fe12afe7,ec2:network-interface,us-east-1,954519111599,2024-02-23T17:38:45Z,ec2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
f9b97611-30d6-4730-9494-cebc762884fe,arn:aws:resource-explorer-2:eu-west-2:954519111599:index/f9b97611-30d6-4730-9494-cebc762884fe,resource-explorer-2:index,eu-west-2,954519111599,2024-02-23T17:28:47Z,resource-explorer-2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
eni-0b4c3fde0316620e4,arn:aws:ec2:us-east-1:954519111599:network-interface/eni-0b4c3fde0316620e4,ec2:network-interface,us-east-1,954519111599,2024-02-23T17:38:45Z,ec2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default.memcached1.5,arn:aws:elasticache:ap-northeast-1:954519111599:parametergroup:default.memcached1.5,elasticache:parametergroup,ap-northeast-1,954519111599,2024-02-23T17:36:28Z,elasticache,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
Cost_Center,arn:aws:ssm:us-east-1:954519111599:parameter/Cost_Center,ssm:parameter,us-east-1,954519111599,2024-02-23T17:29:03Z,ssm,2,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),AHM,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),SSM Parameter,(not tagged)
eni-08dfb28487db6e400,arn:aws:ec2:us-east-1:954519111599:network-interface/eni-08dfb28487db6e400,ec2:network-interface,us-east-1,954519111599,2024-02-23T17:38:45Z,ec2,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
KeyVaultContributor_policy,arn:aws:iam::954519111599:policy/KeyVaultContributor_policy,iam:policy,global,954519111599,2024-02-23T17:37:29Z,iam,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default.redis2.6,arn:aws:elasticache:ap-northeast-1:954519111599:parametergroup:default.redis2.6,elasticache:parametergroup,ap-northeast-1,954519111599,2024-02-23T17:36:28Z,elasticache,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
i-09833f39db97659e6,arn:aws:ec2:us-east-1:954519111599:instance/i-09833f39db97659e6,ec2:instance,us-east-1,954519111599,2024-02-23T17:38:43Z,ec2,1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),sqlline_tests,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
t2prj0348770-CreateDomain_policy,arn:aws:iam::954519111599:policy/t2prj0348770-CreateDomain_policy,iam:policy,global,954519111599,2024-02-23T17:37:29Z,iam,1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),local,(not tagged),(not tagged),(not tagged)
AwsDataCatalog,arn:aws:athena:eu-west-2:954519111599:datacatalog/AwsDataCatalog,athena:datacatalog,eu-west-2,954519111599,2024-02-23T17:36:27Z,athena,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
default.redis6.x.cluster.on,arn:aws:elasticache:us-east-1:954519111599:parametergroup:default.redis6.x.cluster.on,elasticache:parametergroup,us-east-1,954519111599,2024-02-23T17:31:43Z,elasticache,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
AwsDataCatalog,arn:aws:athena:ap-southeast-2:954519111599:datacatalog/AwsDataCatalog,athena:datacatalog,ap-southeast-2,954519111599,2024-02-23T17:37:07Z,athena,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
t2prj0348770-CreateProcessingJob_policy,arn:aws:iam::954519111599:policy/t2prj0348770-CreateProcessingJob_policy,iam:policy,global,954519111599,2024-02-23T17:37:29Z,iam,1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),local,(not tagged),(not tagged),(not tagged)
